review_title,review_detail,nickname,customer_id,product_id,status_code,rating,store_id,date
,"I have had toe nail fungus for 50 years, tried many cures but none worked.  Even had laser surgery done to no avail at a cost of $900.  Accidentally found emu aid max and decided to try it @ a low cost of 58.00.  Unbelievable results.  A big difference just after 2 weeks of using this product.  I can now wear sandels without being embarrassed .  Highly recommend this product .",Bob,,16,1,5,1,13-07-2016 12:25
,"Very Effective Relief....Excellent Products 
 I bought First Aid Ointment and First Defense pills for my Mom. She had Shingles and it wasn't curing with any medications, so I was researching online. I found these products and saw good reviews about it. So, gave it a shot...it is little expensive but it worked, so I ordered a another set....","Nirav Patel Manchester, US",,15,1,5,1,27-02-2013 16:40
,This probiotic formula has higher levels of live organisms than other probiotics I have taken. I also liked that it was in an easy to swallow capsule. After only one week I have already noticed a difference...,Kristina,,15,1,5,1,06-01-2013 11:10
,"I had been suffering from eczema all my life. After trying multiple forms of probiotics, I had lost hope that they were going to work for me. I compared First Defense to the others and saw that it contained much higher levels of live organisms and a blend I hadnÔÇÖt seen before. I got on the auto-renew program and have been for the last 2 months. In that period of time, I have already noticed a huge difference! Spots that were once red &amp; flaky are now clear. I plan to try the Ointment to help with previous scarring. I also like that you only have to take one pill a day. This is definitely the best probiotic on the market!",Betty,,15,1,5,1,17-12-2012 11:11
,"This is a Miracle Medicine for me.  I have had chronic shingles for the past 7 years.  Just recently my last bout of them started May 2013 and did not end until February 2014. Nothing was helping me with the debilitating burning nerve pain and the scaring left behind on my skin. I heard about the Emu Oil and investigated.  I found this web site and ordered the Emuaid Max, the soap and Emuaid First Defense.  I was on a mission.  Well, I am so pleased to announce that I have NOT had a shingle break out in almost 8 weeks and my scaring and skin have less redness and the scaring has started to disappear. I AM A TRUE BELIEVER IN THIS PROODUCT.   MY MIRACLE MEDICINE . DO NOT HESITATE AND SECOND GUESS YOUR DECISION ON PURCHASING THESE PRODUCTS. THEY DO WORK IN MORE THAN ONE WAY.  GO EMUAID !!!!!  ITS THE BEST.  I tell everyone I know about this product..  They also have started using it.  It is a little expensive  but  so worth the extra money.  Wasting money on products that do not work.  The few extra dollars means nothing when you know that your body and ailments are going to continue to heal THE NATURAL WAY.","Valerie - March 30, 2014",7605,15,1,5,1,30-03-2014 09:18
,This product is excellent. I have suffered from IBS for a long period of time and this natural tablet is one of the only things that can keep the condition under control. I would definitely recommend it to anyone that suffers from IBS.,Bonnie,7577,15,1,5,1,11-05-2014 22:15
,The probiotoc is helping...Better days than before..Thanks for a great product...,Anonymous Customer,,15,1,5,1,27-08-2014 08:55
,"I would recommend the Emuaid Maximum for anyone with shingles.  I had the shot but ended up with them anyway.  If it hadn't been for the Emuaid cream I would have went crazy.  The pain was unbearable, the cream was the only thing that helped.  It has been 7 weeks now, the scaring on my face is still there and still nerve pain,  The doctors didn't give me anything that helped as much as the Emuaid cream.  I will always have it on hand.  A very satisfied customer.",Bernadette,,15,1,5,1,18-09-2014 02:09
,"Emuaid is a pure miracle life changing product!!! I will definitely look forward to not only being a lifetime loyal committed customer but also I plan to enlighten others about the products that Emuaid has to offer. If I could rate my satisfaction level it would go above and beyond 5 stars!!! 

Signed: A truly satisfied customer :)",Anonymous Customer,,15,1,5,1,20-10-2014 15:59
,I have been using Emuaid for over a month.  I have Epidermolysis Bullosa.  I have been having an issue with itching on my bottom - all over.  I tried Emuaid and fell in love with it.  I even took it to my dermatologist and he thought it was good.  It is the ONLY thing that has come close to relieving the itch and healing.  Thank you Emuaid.,Mary,22286,15,1,5,1,03-02-2015 10:03
,"I initially bought EmuaidMax on a lark"" but cannot live 'well' without it. I have been using it for approx. 3 months now &amp; will not be without it close at hand.""",Bill,28082,15,1,5,1,14-06-2015 09:13
,I purchased the EmuaidMax for my son who suffers from boils I am absolutely amazed at how quickly this products heals them! thinking about getting him the probiotic,kelly,13543,15,1,5,1,21-11-2015 18:52
,LOVE IT!! I bought Emuaid Max for my children (ages 7 and 9) to clear up eczema and molloscums (water warts).  This is a MIRACLE cream!  If any parent is looking at this and deciding whether to spend the $$$ just do it - this cream works!! The molluscums dried up within a few days and the eczema is completely gone!,Danielle,30829,15,1,5,1,04-12-2015 01:24
,I had toe nail fungus after having pedicures and nails was lookinG so Bad. Ordered Emuaid Max and fungus is gone. Was skeptical at first about purchasing the product. The best investment ever made. It works great products.,Mattie Brown,18753,15,1,5,1,14-12-2015 11:53
,"I ordered the regular strength ointment first thought it affected good way on atopic dermatitis. After using up the first order I ordered this max. Bigger difference!! Just one week this ointment is almost gone because my dermatitis spreads widely. Now I am thinking of purchasing the 16oz jumbo size max. Now rarely itchy and red spots become dry , no red. I am sure that just in a few weeks even the spot will disappear as they advertise. Great and amazing.",sugarcrom,32842,15,1,5,1,25-01-2016 11:00
,I suffered from Shingles a few months ago and had intense itching and then blisters.  I am in my in mid 50's and have a pretty good immune system but nothing I tried helped.  I did research online and found Emuaid.  Wow...a miracle drug.  All I can say is thank you !!!,Bonnie Thelmier,,15,1,5,1,30-01-2016 16:16
,"How to buy this product?
My cousin had a psoriasis..
Email please!!!",janlyn villanueva,,15,1,3,1,13-02-2016 22:21
,"Just received EmuaidMax 2oz - and the bar soap - Yes, was expensive, but have faith in Emuaid -  Will start using EmuiadMax for my toe nail fungus, asap - and the soap on my face, which is delicate but normal skin - I am excited about all the great reviews.",Angelita789,33385,15,1,4,1,03-03-2016 13:14
,"I never write reviews.
I have embarrassing ass folliculity... 
I have gone to the doctor, taken oral and topical solutions.
This cream works amazing!
In one week it is almost gone!
It cleared my bikini area and i dont see any pimples.
If u have the same problem as i do, try this product!
It is worth the money no question!
This is goood stuff! 
Thabk u so much for you guys who wrote reviews.
Huge pimples on the butt are painful and embarrassing.
I noticed improvement after the first time i used it. The minir pimplea were gone after a few days. The big one is so much better but atill here. Just gotta b patient. Every time i use it (i put on affected area at least 3x a day)i saw an improvement. 
Totally worth it
All i have to say is, this is good stuff!",Karla Kapssof,,15,1,5,1,30-03-2016 14:49
,I love the probiotic I have had BV off and on for 2 years after a surgery for female issues  doctors have not been able to help just make me worse I done research and was hesitant to buy this product I am glad I did with in 2 weeks my symptoms are almost gone and my energy level is better than what I have felt in a long time I will be ordering monthly.,loving mom,,15,1,5,1,30-03-2016 20:53
,My whole body is covert with psoriasis. Very sore and nothing help. I stay in South Africa. Can you please let my know how can I get emoaidmax direct from you.,E van Heerden,,15,1,5,1,16-04-2016 13:18
,"We call the EMUAID cream the miracle cream. It is really good for everything, nothing better for nail fungus than this cream. I will try the probiotics however I want to make sure that are free of lactose.",Lillian Negron,37503,15,1,5,1,18-04-2016 22:57
,"After trying a lot of different products on my wifes bed sores, i found emuaid while searching the internet. I bought 1 2oz. jar of the emuaid max. Before i finished useing the first jar, i ordered 2 more. The emuaid is the ONLY product ive found to cure her bedsores. Ive also bought the soap and im getting ready to order the probiotic. These are great products.",larry quinn,33682,15,1,5,1,01-05-2016 21:45
,"Kindly send me the easiest way to place an order of Emuaid products please. I desperately need them dear. I am in South Africa, my contact number is +27 73 412 9222.",Lindiwe Zihlangu,,15,0,4,1,23-08-2016 15:52
,"<strong>Molluscum Contagiosum</strong>
ÔÇ£I bought this a few months back after the Doctor said that my daughterÔÇÖs molluscum would just go away on their own. She was getting more and more by the minute and her underarms and back of knees looked red raw. It took about 2 weeks of applying the ointment direct to the molluscum every night and they soon began to dry up and disappear. Would recommend to all!ÔÇØ*","Laci V., New York NY",,14,1,5,1,27-02-2012 16:24
,"<strong>Hidradenitis Suppurativa (Severe Boils)</strong>
ÔÇ£Very seldom do I write reviews, but EMUAID┬« is really a great product and worth the time and effort. If you suffer from hydranitis suppurativa you must give EMUAID┬« a try, you'll be very happy you did. I only wish I had found this earlier! I don't go anywhere without it. Even though I use it frequently, it lasts a long time, it is natural and doesn't have side-effects with long-term use.ÔÇØ","Jean S., Omaha NE",,14,1,4,1,11-04-2012 15:32
,"<strong>Shingles (Herpes Zoster)</strong>
ÔÇ£Having heard that nothing will help with the pain from shingles, I was very skeptical about any product claiming to give relief. I decided to take a chance and order some EMUAID┬« for my father. True to the product claims, he said the pain relief is immediate and long lasting. Apparently it is working better than anything else he has tried, including prescription medications.ÔÇØ","Mary A., Kansas City KS",,14,1,5,1,18-03-2012 15:33
,"<strong>HPV Warts (Condyloma)</strong>
ÔÇ£I have had genital warts for almost a year. I tried several other remedies which were so incredibly painful I could not go through with them. This was a last resort before going to a doctor (which I was avoiding as this was not covered by my insurance). After only TWO DAYS of using this product, the wart was just a small scab. What an incredible relief! I would highly recommend EMUAID┬«.ÔÇØ",Loyal Customer,,14,1,4,1,29-04-2012 15:33
,<strong>Hemorrhoids</strong> I have had severe internal and external hemorrhoids for over 2 weeks. I have used multiple different OTC ointments and my physician could offer no advice other than keep doing what you're doing. I used this for the first time just a few minutes ago and applied only a very small amount. Within 1 minute,Loyal Customer,,14,1,5,1,16-05-2012 15:33
,"<strong>Cellulitis</strong>
ÔÇ£I ordered your product after finding it on the internet. After using antibiotics to treat my cellulitis and the awful continuous infections, your product after only 1 week is working miracles!! Thank you!! So far so good!! Works excellent, I am here to purchase several more, thanks for something I can finally trust. I have been a long term sufferer of this affliction. I have tried many products that have not worked over the years and this was the one product that freed me from this bad condition. Thank you for this wonderful product!ÔÇØ","Dena, Denver CO",,14,1,5,1,24-06-2012 15:33
,"<strong>Psoriasis</strong>
ÔÇ£I had used a couple other products but had only minimal success. I used EMUAID┬« and I saw the results quickly. All of my scales have cleared up. I haven't even used the stuff for the past month and they haven't reappeared. Easy on your face, behind ears and other sensitive areas. Will buy more as needed!ÔÇØ","Ann, Phoenix AZ",,14,1,4,1,26-09-2012 15:34
,"<strong>Poison Ivy</strong>
ÔÇ£My child, had a severe case of poison ivy, this works incredible! Thank you!ÔÇØ","Doris, Plano TX",,14,1,5,1,15-09-2012 15:34
,"<strong>Diaper Rash</strong>
ÔÇ£EMUAID┬« is great for preventing diaper rash. I am a nurse...the best way to apply EMUAID┬« is as a prevention measure. Either use it daily or at nightÔÇªall in all this is the best diaper rash product currently on the market.ÔÇØ","RN, Minnesota",,14,1,4,1,04-11-2012 15:34
,"<strong>Bed Sores</strong>
ÔÇ£My father got bedsores and the pain was so bad he wondered how he would manage. Every suggestion from the doctors was ineffective. We have tubes and jars of useless cremes and lotion. I found this miracle product on line. I ordered it for over night. The itching and the pain began to lessen with every application. The rash and sores are healing much quicker. To deal with bedsores while dealing with the inevitable progression of his horrible disease was just too much. The EMUAID┬« was a miracle to us.ÔÇØ","Amy, Miami FL",,14,1,5,1,28-10-2012 15:34
,"<strong>Eczema</strong>
ÔÇ£I ordered your product after finding it on the internet. After using steroids for close to 30 years to treat my eczema and the awful continuous infections, your product after only 1 week is working miracles!! Thank you!! So far so good!!ÔÇØ","D.B., Berlin NJ",,14,1,3,1,18-02-2012 15:34
,"Product is improving shingles on hand in 24 hrs. time.. intense itching, swollen joints, redness and blisters.. All show improvement!! This after 9 days of prescription meds treatment..",Robert,,14,1,5,1,11-03-2013 11:58
,this is the only product that has healed my skin sores. It is a miracle ointment to me and the family. It has taken away eczema with my son and soothed the back pain from a pulled muscle for my husband. I tell everyone about it. My friends are ordering it now.,Linda F.,,14,1,5,1,14-03-2013 13:46
,This product is AMAZING!  I have 8 children and someone is always in need of the lotion.  My son's Molluscum Contagiosum was OUT OF CONTROL!  Within a few weeks he went from having over 30 Molluscum Contagiosum to 15.  Now I can say he only has 4 left!!!  What a relief!!  I also have 3 children with warts.  They are all applying the lotion daily and are seeing results.  After spending over 700 dollars on freezing the warts and seeing NO results this product has blown my shoes off!  Thanks a million!  Now I am on a mission to tell everyone about it!,Molluscum Contagiosum/Warts,178,14,1,5,1,29-04-2013 16:01
,"I bought this product, last year, for poison ivy exposure. I am using it again this year for the same thing and I am here to order more. Amazing product. Thank you for all you do for so many. God bless.",Barbara,,14,1,5,1,10-07-2013 21:26
,"All I can say is THANK YOU, Emuaid!!!!!!!!!!!!!!!!!!!!!  
I have been dealing with this issue I have/had for over 3 years.  I went to several doctors to find out what was wrong but no one could pinpoint my issue.  It's a bit embarrassing but I will explain as there may be someone out there that may be going through a similar issue.  It started with anal bleeding in which I was told was hemorrhoids, so okay it's life, then the area started to get blisters and itched as well as leakage.  Was then tested for herpes and that was negative but was told I had streptococcus which probably came from the scratching which I couldn't help (I know embarrassing!!!) so that was not likely the true problem.  Now I'm about a year and 1/2 into it and just got tired of going to the doctor and just thought I will tolerate this because I was fed up with all the unanswered questions.  To make a very long an painful story short, after 3 possible herpes scares and colon cancer and thousands of dollars later, I finally found Emuaid.  I had tried other ointments out there and a few holistic ones as well but it wasn't until I started using Emuaid that I started to get fewer and fewer episodes of itching, bleeding and leakage.  At first, I really didn't think it was working and I wasn't using it as suggested just at night but I was finding that my problem was almost non exsistant after about a month of use.  I coulld only conclude that the Emuaid was the reason.  As my problem had never really gone away in the last 3 years is was persistant and nothing I did helped.  So to the makers of Emuaid I thank you again!   And for those of you who don't know if this will work just try it, it might be your answer as it was mine!",Rozanna,1000,14,1,5,1,23-09-2013 14:00
,"Re:  Lichen Simplex Chronicus (LSC)

I had the classic LSC dark brown, sore, itchy splotches erupt all over my skin.  It is embarrassing and very painful.  I woke up with bloody nails from scratching each morning.  The only solution my doctor provided was steroid cream that left my skin sensitive and flaking dry - and it never fixed the problem.

To make matters even worse I developed LSC all over my vaginal area - which made sex impossible.  The region was extremely sore on a daily basis.  It was too painful to even try.  Again, my doctor gave me a different steroid cream.  It made my skin so thin - any contact in the area was like getting a series of paper cuts.  

By chance, I came across the Emuaid web site and decided that I had nothing to lose.  Within 48 hrs the condition in my vaginal area was 80% better.  By the end of the week - 100%.  This little pot of cream gave my life back.  I apply to the ugly brown spots all over my skin - and they are getting lighter each day.....something the doctor said would not happen for years...or never.

Whatever it is - it is genius.  Thank you so much for developing it and making this cream so easy for the end user to purchase.  I cannot thank you enough.",Miriam,3481,14,1,5,1,22-10-2013 20:34
,"This is a superior product, i have used 3 jars already. It has helped the condition I was treating greatly. Since it is an autoimmune disorder, it has not yet eradicated it completely.",Evelyn,,14,1,5,1,19-12-2013 13:40
,I have to say that I am extremely impressed with your emuaid product! It works amazingly well. I don't write testimonials to products (I believe this is the first time) but think that emuaid deserves the accolades. I am ordering more.,Doug,,14,1,5,1,06-01-2014 08:09
,In this modern era off on-line shopping and thus pure faith alone  of product effectiveness. I'm often reluctant to believe commercial and marketing claims of product performance guarantees. I am more than pleased to report Emuaid has performed to and exceeded all claims made in its advertisement.I will be sure to order this wonderful ointment from now on. Thank you for relieving my terrible itching almost over night great formula.,Therman,,14,1,5,1,05-02-2014 15:57
,"I have severe psoriasis, I have been looking all of my life 30 + years just to get relief and to look normal again. I had ordered two small 2fl oz. I have noticed a difference, before trying the emuaid I could not close my hands or bend my elbows due to pain and severe psoriasis. I have been putting small amount like directions have noted, so much relief after 2 day. I have noticed scales have slowed growth down. I am so happy I could cry. I hope it continues to work . It is pricey, but I will continue to pay unless it stops working. I feel good about this emuaid. I have tried every thing online and every thing that doctors had been giving me. This is the only thing so far to work as fast and being able to see visible results. Only been using for week and a half and taking a probiotic (flora) 30 billion take 2 every day, you can get at local drug store. Good luck every one and god bless us all.",Lana,7458,14,1,4,1,28-02-2014 09:53
,"My experience is with Emuaidmax and it worked very well. Took precautions to adhere closely to the recommendation of the on line assistant ; used dry separate towels when showering, kept area clean and dry, used Q Tip  to apply sparingly to  immediate area only, never double dipped "" Q Tip as to not spreade virus. Began seeing results in a few days. Two weeks and almost all cleared up except for a few remaining spots. Based on this I would recommend this product.""",Daniel,10603,14,1,4,1,17-05-2014 09:16
,Where can I get the Emuaidmax please my son is 2yrz now and he has been suffering from Eczema since he was 6mnths its al ova his body he cnt even sleep @nyt scratching plzzzzz help which pharmacy can I get it from?,Pinky,,14,1,5,1,01-06-2014 17:00
,"I love this product.  I never write reviews and wondered if they were even real reviews.  However, I love this product so much I had to tell my story.  I bought it due to years of having hemorrhoid and bleeding.  It healed my hemorrhoid and bleeding stopped in 2 days.  I started using it for burns, eczema, insect bites, and muscle strains.  It worked for all these issues.  No kidding.  This is a miracle cream.  I say that because it works like a miracle! !",Tiawanna,9328,14,1,5,1,06-06-2014 22:30
,"I am from Australia and developed Shingles on 8th Feb 2013. My doctor and I tried everything we could possibly think of to relieve the pain but nothing worked. The rash went within 2 weeks but the pain lingered on 24/7 for 16 months. I found EmuaidMax on line and for a short time I put off buying it due to the expense, what with postage and conversion of the $ but it got to the point I had to try it. So long story short, I received it last Tuesday 10/6/14 and that night, for the first time, I was able to sleep on my left side with hardly any pain whatsoever. I am using the cream 3 times a day and now, into my 5th day, I am feeling the best I have in over a year. Not saying it is a cure, though I wish it was, but just to get this relief, is worth every cent. I would strongly recommend this product to everyone. Thanks EmuaidMax...xx",Jan,,14,1,4,1,13-06-2014 17:49
,"had really bad dermatitis on my hands for about a year,i had tried everything including going to a skin specialist. nothing worked and I spent a fortune. I went online to try and find something that would help and I came across emuaid, I ordered it and received it in just over a week, I have been using it for five days now and the improvement is amazing , my skin is much softer and the dryness is improving every day.my hands look so  much better, I am delighted with it. the only problem is the cost but after all the money I spent over the last year I shouldn't be complaining ,wish I had found it earlier .",margaret from ireland,13429,14,1,5,1,14-06-2014 15:58
,"THIS STUFF IS AWESOME,I WISH I KNEW ABOUT IT YEARS AGO. IT WOULD HAVE SAVED ME LOTS OF MONEY.",Anonymous Customer,,14,1,5,1,23-06-2014 09:33
,"Re:  Eczema
I am not one to usually write reviews but this product worked so well, I need to let others know what it can do.  My son started to develop eczema when he was two months old.  It was on his entire body ÔÇô arms, legs, head, and under the neck/torso area.  I went to the doctor 4 times because it was so bad he couldnÔÇÖt sleep and could hardly do anything but scratch himself.  He was in mitts almost half of the day and always while sleeping otherwise I would find him with blood on his fingers and scratches all behind his ears and head.  I tired everything ÔÇô Aveno Eczema care, LaRoche Posay ÔÇô Lipakar cream, Avene XeraCalm A.D and even cortisone.  Some of these products really helped with the eczema on his body but nothing would take care of the eczema around his neck/torso area ÔÇô not even the cortisone.  I then went to a naturopathic doctor to see if there were some alternative solutions.  $200 later, I found out what foods he was sensitive to (so I could avoid him as he is breastfed) and started him on a regime of treatments including, vitamin D, flaxseed oil, vitamin E, fish oil acidophilus and a naturopathic drop made especially for eczema.  None it helped.  Staying off dairy does help reduce the number of flare-ups but the eczema without the flare-ups was still unbearable for my little guy.  Finally, I decided to research some other products on-line and Emuaid came up.  I read a ton of the reviews and finally decided why not give it a try if itÔÇÖs satisfaction or your money back.  I ordered it from their Canadian distributor (but it still cost me $23 in shipping) and received it within two business days.  After using it for 7 days straight 4 x a day, I noticed a remarkable difference.   I stopped using it for a week (only because it says on the label not to use it for more than a week) and then started a second round.  His eczema has almost totally cleared. I wish I could post before and after pictures.  I still need to stay off some of the foods that heÔÇÖs sensitive to and realize his eczema may never fully go away but this is such an improvement.  He hardly scratches himself any more and I no longer need to use mitts.  I still use the Avene XeraCalm for the rest of his body in order to keep the eczema under control.  I am actually considering cancelling my Dermatologist appointment because I will have nothing to show him/her when we go.  I am going to keep our allergist appointment.",Anonymous Customer,,14,1,5,1,25-06-2014 09:32
,"ive been suffering with an anal fissure for almost a year,i purchased emunaid max,it works wonders,my fissure is almost gone no more pain,i would say this is a miracle cream",suleman south africa,11165,14,1,5,1,27-06-2014 13:31
,"Although when you have skin issues you need imidiate relief,delivery was timely and the product is excellent ,the soap is a moist bar not harsh on the skin and like wise the cream completed the job
Great product I do recommend ! Thank you
Probiotics used along with this product beats the chemical intake.and is a great way to heal....",Cleopatra g,,14,1,5,1,07-07-2014 09:34
,"I will be a lifetime user of emuaid products. The ingredients put together to make these products are amazing. The shopping experience in purchasing emuaid is fast, and easy. Keep up the amazing and miraculous work, Emuaid! I thank you many times over.",Victor,,14,1,5,1,07-07-2014 09:34
,"This is my second order and I was more than amazed by the results. I recently got very sunburned, I was actually wondering if I should go to the ER, I remembered I had your Emuaid that I ordered and applied it to my burnt legs, immediately the pain went away and my legs felt normal, I could actually walk without pain. My legs are still very red I am sure it will take time to heal. 

My daughter got stung by a bee a day later and I applied the ointment and again the pain went away and the next day the bit was almost gone. I am very amazed at the results and especially since I prefer to use only natural ingrediants when possible.

I am so glad I came across your site by accident, it has been a blessing to find you!",Janie S,,14,1,5,1,09-07-2014 14:56
,where can I buy Emuaid I SA cos @ the chermist they don't know the staff I live in Gauteng,Vivian,,14,1,5,1,24-07-2014 06:10
,"I bought EmuaidMax as a last resort when I came down with a horrible case of shingles, and BOY AM I GLAD I DID.  It gave me the only relief during this time.  Afterward I started reading all the reviews, and started putting it on my toenail which had been black and thick for years.  Unbelievable !! My nail is 2/3 grown out normal and healthy.  (Taking a few months, but I will finally be able to wear sandals again) I cannot say enough about my experience with EmuaidMax.   You wont be disappointed !!",Susan G,,14,1,5,1,14-08-2014 21:53
,"My mom was suffering from shingles over her right eye, forehead and scalp.  She was in so much pain.  For two weeks she had post herpathic neuralgia.  I ordered Emuaid and it worked for her within 48 hours.  A miracle product.  Thank you so much.  I recommend this product 100%..",Francene Laubtner,21222,14,1,5,1,20-08-2014 21:24
,"The ointment was good, but there was too much Teatreeoil in it. Also I am allergic to Silica.",Molly,,14,1,4,1,25-08-2014 20:10
,"Re Emuaid
Trying this cream for the first time for Shingles. Thank god is all I can say.",Noreen O'b,,14,1,5,1,07-09-2014 06:02
,"Re EMUAID 
FIRST TIME IN USING THIS CREAM. ALL I CAN SAY IS THANK GOD",Noreen O'b,,14,1,5,1,07-09-2014 06:04
,Thank you for an excellent product. I try to spread the great news of having a multi-purpose product that REALLY WORKS and does miracles.,Danit K,,14,1,5,1,11-09-2014 14:01
,"I was worried that I might be wasting my money when I bought EmuaidMax. I am so glad I bought this product. In less 10 hours after the first application, I had significant relief of the pain and redness caused by shingles on my right side stomach, side and back. After, only three days and six applications, the redness is disappearing and the pain is going away. Thank you for this product!",Ronald D.,,14,1,5,1,27-09-2014 22:08
,"I initially punched Emuaide Max for a severe case of shingles. It took the pain away within a few hours. As well, it helped subside the itching and as a triple bonus it lightened the scarring. A few weeks ago I went to the Emuaide site because I had thick black toenails which I kept covered with polish for 25 years. I applied the Emuaide to the nails am amazed that I have beautifully clear nails! Third use for this miracle product? My lips began to swell, crack and were blood red. I applied a thin layer around the lips (not in the mouth;) the the irritation subsided; my lips have lightened and the cracks have become more tolerable. This is an absolutely amazing product and worth the cost!",Bette,,14,1,5,1,14-10-2014 14:30
,"Emuaid is a pure miracle life changing product!!! I will definitely look forward to not only being a lifetime loyal committed customer but also I plan to enlighten others about the products that Emuaid has to offer. If I could rate my satisfaction level it would go above and beyond 5 stars!!! 

Signed: A truly satisfied customer :)",Anonymous Customer,,14,1,5,1,20-10-2014 15:58
,"I WOULD LIKE TO SAY THEIR IS A GOD.   EMUAID IS THE BEST THING THAT COULD HAVE EVER HAPPEN TO ME. THANK YOU. NO MORE EMBARRISING MOMENTS. MY HANDS OR ECZEMA FREE, THANK YOU EMUAID FAMILY THANK YOU",TeeBee,,14,1,4,1,29-10-2014 09:17
,Amazing!  Fantastic improvement in hemorrhoids!  Almost completely cleared up after 2 weeks. Had been having trouble for the past year.,rosa t NY,,14,1,5,1,04-12-2014 08:09
,I purchased this product 3 days ago for painful bacterial vaginosis and so far it has helped the burning and chronic pain I've been suffering with for months!,Mel,,14,1,4,1,16-12-2014 00:08
,"I was very skeptic about buying this product... But I have no regrets. It is absolutely fabulous. I am still in disbelief.. I have felt no irritation  since using for the past three weeks and the clear patches on my face have subsided. I have never used any product which has worked so beautifully and believe me I have used them all,  from over the counter to prescription steroids. I will strongly recommend emuaid.",Cassandra from Jamaica,,14,1,5,1,07-01-2015 13:24
,I bought two jars of emuaid max to treat my 4 y old son molluscum after i read online very good reviews from lots of moms and specially one who confirmed that this cream is a miracle one as it stopped itching almost straight away and reduced her son's molluscum from 70 to 15 i think from the first week of application. i am afraid it still hasn't worked for us yet after 14 days of application 3 times a day. they still itch a lot to the bleeding point. the first jar is finished and i started today with the new one hoping to god for that miracle to happen before the next jar is finished. will keep you posted.,"hayat shilcock - march 6, 2015",,14,1,3,1,06-03-2015 01:49
,Awesome,edna madl,,14,1,5,1,21-03-2015 08:52
,"I need to tell you that I would like to add my accolades to your reviews. I
received my Emuaid cream and soap this past weekend and couldn't wait to get
home to apply it. I have been in such pain and major discomfort for many
months. Nothing seemed to work. From the first moment after application of
the cream I felt a difference. It has now been only four days and I am pain
and itch free!  It is a miracle. How can I ever thank you, my life has been
changed.",Jo,,14,1,5,1,01-05-2015 14:48
,"How come there are no negative reviews? Has this product ever failed to cure anything? I would like to try it for toe nail fungus but two things are disturbing. 
1. all this natural only talk
2. No explanation on how the anti fungal agents penetrate the toe nail so that they can attack the fungi",Paul,,14,1,3,1,10-05-2015 01:56
,I would like to try it but here in south Africa I don't think they know about it am staying in Johannesburg,zama,,14,1,5,1,19-06-2015 17:01
,"My 22 month old daughter caught mulloscum contagiosum, I thankfully got it diagnosed when she only had a few bumps. The doctor said to leave it, could take 2 months to 2 years to go away, but not to let her itch because that's how it spreads. Well.... 2 weeks later her bumps multiplied and her little cluster was almost her whole thigh covered in a big cluster of tiny bumps. I put calamine lotion to keep her from itching. Then my mother in law did some research and found emuaid. .. we started with one tub and we noticed in about a week they had definitely gotten smoother. ... I thought they were all about clear and safe( probably not contagious) so I gave her a bath for the first time since her first little bump. I was only showering her because I wasn't sure if it could spread throughout the water. Well... it did spread through the water the next morning she woke up a huge cluster on her belly, right at the water line of the bath I had given the night before. I don't know if that was a coincidence or not but I instantly started the emuaid on her belly too.... then she got a few tiny ones her face and I was super careful to keep the cream on the ones her face at all times which was easier because it wasn't cover by clothes. The ones on her face were gone by 3 days. Eventually it took 3 whole jars to complete clear the mulloscum from her leg, back and face but it's been about a month and no signs of any more bumps. I seriously recommend this product. It was a miracle cream and worth every penny. Even with 3 jars. I even used it on a little rash she got on her shoulder... i love that is safe even for babies! !! Thank you emuaid",Desi,28414,14,1,5,1,26-07-2015 19:00
,My son is two year old he is suffering from neuropathy  if u have any treatment kindly inform me please.,owais,,14,1,4,1,14-10-2015 10:35
,Does it help numb feet.,AD,,14,1,5,1,30-12-2015 11:51
,has anyone ever used it on scabies. and how did it work please let me know as soon as possible.,lori lynn,,14,1,3,1,27-01-2016 16:26
,"A remarkable product--it really works!  I suffered from an embarrassing skin condition for nearly four years and had tried every remedy imaginable: steroid creams, probiotics, zinc oxide, coconut oil, and on and on.  I stumbled upon Emuaid from an online search and was intrigued by the ingredients.  It sounded like a powerful homeopathic remedy--just like what I was looking for.  At first I was put off by the cost, but a helpful online representative assured me I could return it for a full refund if I was in any way dissatisfied.  No need for that, I'm extremely satisfied as my condition has cleared up entirely in just a few short weeks.  For that, I am happy to recommend this wonderful product to others.  Thank you!",EW,,14,1,5,1,08-03-2016 15:00
,I was recently diagnosed with shingles on my right side of my face  my right eye all the down to my top lip and I was in so much pain and my face was swollen.  My mother was looking online and seen this product and said she ordered it for me and to try it because it seemed to help everyone who used it according to the reviews.  I received emuaid 3 days ago and the first day I used it I felt the difference no itching no excruciating pain.  I must say this is an awesome ointment and I will continue to buy this in the future.  Doctors need to recommend this for their patients.,Shari,,14,1,5,1,16-03-2016 20:12
,Hi my name Sam I hope the cream works I had shingles for three weeks now I am in so much pain .,Sammy,,14,1,4,1,27-03-2016 17:41
,I want to know specifically what relief it will bring for fibromyalgia.  I cannot rate it as yet because I need to know,Maggie,,14,1,1,1,25-04-2016 10:58
,"Love this stuff!!! I was on Clobestol steroid ointment for over a month after finally being diagnosed with the dr's best guess of lichen sclerosis after 2 months. 
Within 48 hours I could wipe without pain for the first time in 3 months! After 2 more days my vaginal skin was back to almost normal color instead of angry red. 
I am so overjoyed with the results! Glad I found this or I would still be miserable and depressed.",JS,42529,14,1,5,1,14-06-2016 14:07
